ID,AgeGroup,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive_Fraction,SS_Fraction,Alcohol,Caffeine,Cannabis,Cocaine
1561,25 - 34,Female,Masters degree,UK,Asian,43,41,41,37,49,14.64,8.97,Used,Used,Used, Never Used
1562,35 - 44,Female,University degree,UK,White,42,29,44,45,41,16.29,3.77,Used,Used,Used, Never Used
1563,45 - 54,Female,Left school before 16 years,UK,White,38,38,37,39,40,18.83,11.19,Used,Used, Never Used, Never Used
1564,35 - 44,Male,Professional certificate/ diploma,UK,White,43,29,40,42,33,10.34,11.62,Used,Used,Used,Used
1565,35 - 44,Female,University degree,UK,White,35,51,26,38,56,14.64,4.62,Used,Used, Never Used, Never Used
1566,45 - 54,Female,Professional certificate/ diploma,UK,White,31,38,36,52,54,16.29,11.19,Used,Used,Used,Used
1567,35 - 44,Female,Professional certificate/ diploma,UK,White,44,45,48,51,44,14.64,7,Used,Used, Never Used, Never Used
1568,45 - 54,Female,Professional certificate/ diploma,UK,White,57,20,44,37,36,16.29,4.62,Used,Used, Never Used, Never Used
1569,35 - 44,Male,Masters degree,UK,White,22,45,54,54,42,13.63,11.83,Used,Used, Never Used, Never Used
1570,25 - 34,Male,University degree,UK,White,35,43,38,38,40,14.64,8.97,Used,Used, Never Used, Never Used
1571,25 - 34,Female,Masters degree,UK,White,26,48,43,42,42,10.34,8.97,Used,Used,Used, Never Used
1572,45 - 54,Male,Professional certificate/ diploma,UK,White,28,37,46,54,47,16.29,11.19,Used,Used, Never Used, Never Used
1573,18 - 24,Female,Some college or university,UK,White,30,38,40,47,46,16.29,4.62,Used,Used,Used, Never Used
1574,25 - 34,Female,Masters degree,UK,White,39,40,44,47,45,13.63,11.19,Used,Used,Used, Never Used
1575,45 - 54,Female,Professional certificate/ diploma,UK,White,46,42,51,53,38,10.34,8.97,Used,Used, Never Used, Never Used
1576,35 - 44,Female,University degree,UK,White,35,46,38,49,52,14.64,3.77,Used,Used, Never Used, Never Used
1577,35 - 44,Female,Some college or university,UK,White,33,41,33,40,45,14.64,11.19,Used,Used,Used, Never Used
1578,25 - 34,Female,Masters degree,UK,White,33,45,42,52,48,13.63,8.97,Used,Used, Never Used, Never Used
1579,45 - 54,Female,University degree,UK,White,26,39,38,40,46,14.64,8.97,Used,Used, Never Used, Never Used
1580,45 - 54,Female,Masters degree,UK,White,40,37,55,51,47,18.83,11.19,Used,Used,Used, Never Used
1581,35 - 44,Female,Left school at 16 years,UK,White,31,41,43,51,46,14.64,11.19,Used,Used, Never Used, Never Used
1582,45 - 54,Female,Professional certificate/ diploma,UK,White,42,29,29,37,43,14.64,3.77,Used, Never Used, Never Used, Never Used
1583,35 - 44,Female,Masters degree,UK,White,33,39,37,46,51,18.83,8.97,Used,Used, Never Used, Never Used
1584,35 - 44,Male,Professional certificate/ diploma,UK,White,39,31,46,48,43,16.29,8.97,Used,Used,Used, Never Used
1585,35 - 44,Female,Masters degree,UK,White,43,54,47,54,43,13.63,11.19,Used,Used,Used, Never Used
1586,25 - 34,Female,University degree,UK,White,37,47,47,42,46,10.34,13.21,Used,Used,Used,Used
1587,35 - 44,Female,University degree,UK,White,36,39,52,41,46,13.63,8.97,Used,Used,Used,Used
1588,35 - 44,Female,Professional certificate/ diploma,UK,White,32,45,34,39,45,18.83,11.83,Used,Used, Never Used, Never Used
1589,35 - 44,Male,Left school at 16 years,UK,White,24,53,42,39,43,18.83,11.83,Used,Used, Never Used, Never Used
1590,35 - 44,Male,Professional certificate/ diploma,UK,White,19,49,46,45,48,11.46,11.62,Used,Used,Used, Never Used
1591,35 - 44,Female,University degree,UK,White,44,35,40,52,49,18.83,13.21,Used,Used, Never Used, Never Used
1592,45 - 54,Female,Professional certificate/ diploma,UK,White,19,45,39,58,49,14.64,3.77,Used,Used, Never Used, Never Used
1593,45 - 54,Female,University degree,UK,White,28,52,43,50,45,10.34,5.46,Used,Used, Never Used, Never Used
1594,35 - 44,Female,Doctorate degree,UK,White,36,45,48,43,41,18.83,11.19,Used,Used,Used, Never Used
1595,25 - 34,Female,University degree,UK,White,33,47,43,42,45,16.29,8.97,Used,Used, Never Used, Never Used
1596,25 - 34,Female,University degree,UK,White,30,51,52,43,40,7.85,11.19,Used,Used,Used, Never Used
1597,55 - 64,Female,Some college or university,UK,White,35,44,47,46,45,18.83,4.62,Used,Used, Never Used, Never Used
1598,35 - 44,Female,University degree,UK,White,29,42,39,47,43,16.29,8.97,Used,Used, Never Used, Never Used
1599,25 - 34,Female,Masters degree,UK,White,28,48,33,44,47,16.29,8.97,Used,Used, Never Used, Never Used
1600,25 - 34,Female,Professional certificate/ diploma,UK,White,25,47,36,45,42,16.29,8.97,Used,Used,Used, Never Used
1601,25 - 34,Female,Professional certificate/ diploma,UK,White,29,46,38,42,46,13.63,11.83,Used,Used, Never Used, Never Used
1602,25 - 34,Male,Masters degree,UK,White,37,44,47,37,52,16.29,4.62,Used,Used,Used, Never Used
1603,55 - 64,Female,Masters degree,UK,White,39,43,53,41,36,11.46,11.19,Used,Used, Never Used, Never Used
1604,25 - 34,Female,University degree,UK,White,35,56,57,49,35,5.52,11.14,Used,Used, Never Used, Never Used
1605,45 - 54,Male,Left school at 16 years,UK,White,32,52,46,48,50,14.64,8.97,Used,Used, Never Used, Never Used
1606,25 - 34,Female,University degree,UK,Asian,33,53,30,37,41,7.85,11.83, Never Used,Used, Never Used, Never Used
1607,35 - 44,Female,Professional certificate/ diploma,UK,White,22,49,49,46,46,16.29,7,Used,Used,Used, Never Used
1608,35 - 44,Female,Masters degree,UK,White,28,42,46,42,49,18.83,11.83,Used,Used,Used, Never Used
1609,25 - 34,Male,Some college or university,USA,White,33,32,59,37,37,7.85,11.19,Used,Used,Used,Used
1610,25 - 34,Female,University degree,UK,White,34,32,34,49,47,16.29,3.77,Used,Used, Never Used, Never Used
1611,45 - 54,Female,University degree,UK,White,38,44,39,48,38,14.64,3.77,Used,Used, Never Used, Never Used
1612,25 - 34,Female,University degree,UK,White,32,37,36,50,48,14.64,4.62,Used,Used, Never Used, Never Used
1613,35 - 44,Female,University degree,UK,Mixed-White/Black,37,48,39,46,42,18.83,11.83,Used,Used,Used, Never Used
1614,25 - 34,Male,Some college or university,UK,White,15,54,48,33,46,10.34,11.14,Used,Used,Used,Used
1615,35 - 44,Female,Doctorate degree,UK,White,25,43,54,50,57,18.83,11.62,Used,Used,Used, Never Used
1616,55 - 64,Male,Professional certificate/ diploma,UK,White,42,29,35,48,39,13.63,11.83,Used,Used, Never Used, Never Used
1617,25 - 34,Male,Masters degree,UK,White,41,40,51,47,40,10.34,5.46,Used,Used, Never Used, Never Used
1618,45 - 54,Male,Professional certificate/ diploma,UK,White,39,41,38,47,46,11.46,11.19,Used,Used, Never Used, Never Used
1619,25 - 34,Male,Some college or university,USA,White,39,38,53,41,35,10.34,5.46,Used,Used,Used,Used
1620,45 - 54,Male,Professional certificate/ diploma,UK,White,37,40,43,39,47,18.83,13.21,Used,Used, Never Used, Never Used
1621,25 - 34,Male,University degree,UK,Black,49,38,39,41,40,13.63,11.19,Used, Never Used, Never Used, Never Used
1622,35 - 44,Male,Professional certificate/ diploma,UK,White,22,39,50,46,49,13.63,11.83,Used,Used, Never Used, Never Used
1623,35 - 44,Male,University degree,UK,White,41,34,37,47,35,13.63,7,Used,Used, Never Used, Never Used
1624,45 - 54,Male,Masters degree,UK,White,37,35,45,38,40,16.29,8.97,Used,Used,Used, Never Used
1625,35 - 44,Male,Some college or university,UK,White,28,43,46,44,43,18.83,11.62,Used,Used,Used,Used
1626,35 - 44,Female,Professional certificate/ diploma,UK,White,28,42,37,48,47,14.64,7,Used,Used, Never Used, Never Used
1627,25 - 34,Female,Professional certificate/ diploma,UK,White,23,44,36,47,46,14.64,7,Used,Used,Used, Never Used
1628,25 - 34,Female,Masters degree,UK,White,20,48,37,42,51,14.64,3.77,Used,Used,Used,Used
1629,25 - 34,Female,Masters degree,UK,White,42,40,46,48,42,14.64,11.19,Used,Used, Never Used, Never Used
1630,45 - 54,Female,Professional certificate/ diploma,UK,White,37,39,40,45,46,11.46,11.19,Used,Used,Used, Never Used
1631,35 - 44,Female,University degree,UK,White,34,43,52,36,34,13.63,13.21,Used,Used,Used, Never Used
1632,35 - 44,Female,Professional certificate/ diploma,UK,White,18,43,45,58,49,16.29,8.97,Used,Used,Used, Never Used
1633,35 - 44,Male,Professional certificate/ diploma,Canada ,White,51,41,43,43,53,7.85,5.46,Used,Used,Used, Never Used
1634,45 - 54,Female,Professional certificate/ diploma,UK,Black,32,42,40,41,45,10.34,13.21,Used,Used, Never Used, Never Used
1635,18 - 24,Female,Left school at 18 years,UK,White,36,30,37,43,42,14.64,3.77,Used,Used, Never Used, Never Used
1636,55 - 64,Male,Left school before 16 years,UK,White,23,40,34,46,46,16.29,11.19,Used,Used, Never Used, Never Used
1637,45 - 54,Female,Professional certificate/ diploma,UK,White,36,44,34,36,42,16.29,7,Used,Used, Never Used, Never Used
1638,18 - 24,Male,Some college or university,USA,White,53,31,47,33,34,10.34,11.14,Used,Used,Used, Never Used
1639,45 - 54,Female,Left school at 16 years,UK,White,38,36,41,45,45,16.29,11.19,Used,Used, Never Used, Never Used
1640,45 - 54,Female,Professional certificate/ diploma,UK,White,35,41,39,42,40,13.63,7,Used,Used, Never Used, Never Used
1641,35 - 44,Female,Professional certificate/ diploma,UK,White,39,44,42,47,43,11.46,11.62,Used,Used, Never Used, Never Used
1642,45 - 54,Female,Professional certificate/ diploma,UK,White,46,40,45,49,48,13.63,8.97,Used,Used, Never Used, Never Used
1643,25 - 34,Female,Masters degree,UK,White,21,43,36,41,49,14.64,8.97,Used,Used, Never Used, Never Used
1644,45 - 54,Female,Professional certificate/ diploma,UK,White,36,34,46,46,41,16.29,8.97,Used,Used, Never Used, Never Used
1645,25 - 34,Female,Masters degree,UK,White,29,39,41,48,44,18.83,11.83,Used,Used,Used, Never Used
1646,45 - 54,Male,Left school at 16 years,UK,White,36,47,44,43,41,18.83,11.19,Used,Used,Used, Never Used
1647,35 - 44,Male,Professional certificate/ diploma,UK,White,36,33,47,49,46,14.64,4.62,Used,Used,Used, Never Used
1648,35 - 44,Male,Professional certificate/ diploma,UK,White,44,34,42,46,39,13.63,13.21,Used,Used,Used, Never Used
1649,25 - 34,Female,Masters degree,UK,White,29,43,45,48,51,18.83,11.19,Used,Used, Never Used, Never Used
1650,25 - 34,Female,University degree,UK,White,34,38,40,41,51,16.29,11.83,Used,Used, Never Used, Never Used
1651,25 - 34,Female,University degree,UK,White,36,50,54,51,46,7.85,13.21,Used,Used,Used, Never Used
1652,55 - 64,Male,Some college or university,USA,White,21,31,40,33,39,16.29,11.19,Used,Used,Used,Used
1653,18 - 24,Male,University degree,USA,White,38,31,48,40,33,13.63,7,Used,Used,Used,Used
1654,25 - 34,Female,Doctorate degree,UK,White,28,46,44,54,51,16.29,11.62,Used,Used,Used, Never Used
1655,55 - 64,Male,Left school at 16 years,UK,White,39,38,41,32,45,18.83,7,Used,Used, Never Used, Never Used
1656,35 - 44,Female,University degree,UK,White,28,47,33,48,48,16.29,4.62,Used,Used,Used, Never Used
1657,18 - 24,Female,University degree,UK,White,52,31,41,39,43,14.64,13.21,Used,Used,Used, Never Used
1658,25 - 34,Male,Some college or university,Canada ,White,21,41,44,40,48,18.83,11.62,Used,Used,Used,Used
1659,18 - 24,Male,Professional certificate/ diploma,UK,White,34,45,59,46,42,7.85,11.14,Used,Used,Used,Used
1660,45 - 54,Female,University degree,UK,White,18,44,48,44,45,14.64,8.97,Used,Used, Never Used, Never Used
1661,35 - 44,Female,Professional certificate/ diploma,UK,White,51,41,58,34,31,5.52,5.46,Used,Used,Used,Used
1662,18 - 24,Female,Left school before 16 years,UK,White,29,39,44,53,40,16.29,13.21,Used,Used,Used, Never Used
1663,25 - 34,Male,Professional certificate/ diploma,Other,White,29,47,46,46,41,10.34,11.19,Used,Used,Used,Used
1664,25 - 34,Female,Some college or university,UK,White,26,40,44,46,36,13.63,13.21,Used,Used,Used,Used
1665,25 - 34,Female,Doctorate degree,UK,White,36,43,49,48,41,5.52,11.14,Used,Used,Used,Used
1666,25 - 34,Female,University degree,UK,White,30,43,41,55,48,13.63,11.83,Used,Used, Never Used, Never Used
1667,18 - 24,Male,Some college or university,UK,White,36,46,56,39,43,5.52,11.14,Used,Used,Used, Never Used
1668,25 - 34,Female,Doctorate degree,Australia,White,37,37,35,43,48,14.64,4.62,Used,Used,Used, Never Used
1669,35 - 44,Male,Professional certificate/ diploma,UK,White,42,32,40,37,45,13.63,13.21,Used,Used,Used, Never Used
1670,35 - 44,Female,University degree,Australia,White,25,36,41,46,48,10.34,11.19,Used,Used,Used, Never Used
1671,45 - 54,Male,University degree,UK,White,42,34,33,36,43,16.29,8.97,Used,Used, Never Used, Never Used
1672,55 - 64,Male,University degree,UK,White,42,37,54,49,33,16.29,11.83,Used,Used,Used, Never Used
1673,25 - 34,Female,University degree,UK,White,30,41,42,48,33,18.83,11.62,Used,Used,Used, Never Used
1674,25 - 34,Male,Professional certificate/ diploma,Ireland,White,26,43,52,46,47,16.29,11.83,Used,Used,Used, Never Used
1675,45 - 54,Male,Professional certificate/ diploma,UK,White,31,41,36,41,55,16.29,7,Used,Used, Never Used, Never Used
1676,35 - 44,Male,Professional certificate/ diploma,UK,White,28,47,31,41,38,18.83,7,Used,Used,Used, Never Used
1677,25 - 34,Female,University degree,UK,White,56,24,39,50,37,14.64,8.97,Used, Never Used, Never Used, Never Used
1678,18 - 24,Female,Some college or university,USA,White,49,40,46,48,40,13.63,11.83,Used,Used,Used, Never Used
1679,45 - 54,Female,Professional certificate/ diploma,UK,White,33,45,34,51,49,16.29,4.62,Used,Used, Never Used, Never Used
1680,18 - 24,Female,University degree,UK,White,37,44,46,28,52,13.63,13.21,Used,Used, Never Used, Never Used
1681,18 - 24,Female,University degree,UK,White,35,48,41,46,45,16.29,11.19,Used,Used, Never Used, Never Used
1682,45 - 54,Female,Some college or university,UK,White,33,50,40,51,46,16.29,8.97,Used,Used, Never Used, Never Used
1683,45 - 54,Male,Professional certificate/ diploma,UK,White,31,43,38,38,41,18.83,11.19,Used,Used,Used, Never Used
1684,18 - 24,Male,Some college or university,USA,Black,37,28,46,46,30,18.83,11.83,Used,Used,Used,Used
1685,25 - 34,Male,University degree,USA,White,41,23,49,48,44,18.83,5.46,Used,Used,Used, Never Used
1686,18 - 24,Female,Some college or university,USA,Black,49,25,52,43,33,18.83,13.21,Used,Used,Used, Never Used
1687,35 - 44,Female,Professional certificate/ diploma,UK,White,26,44,43,47,46,18.83,11.83,Used,Used, Never Used, Never Used
1688,25 - 34,Female,Professional certificate/ diploma,Canada ,White,50,22,38,55,40,16.29,4.62,Used,Used, Never Used, Never Used
1689,25 - 34,Female,Masters degree,USA,White,37,46,56,46,40,11.46,11.62,Used,Used,Used, Never Used
1690,35 - 44,Male,Some college or university,USA,White,46,29,40,33,42,14.64,11.19,Used,Used,Used,Used
1691,25 - 34,Male,Some college or university,Other,White,54,27,47,52,35,13.63,11.19,Used,Used,Used, Never Used
1692,25 - 34,Female,Doctorate degree,UK,White,23,45,46,57,40,18.83,11.83,Used,Used, Never Used, Never Used
1693,25 - 34,Female,University degree,UK,White,43,38,44,46,39,14.64,11.83,Used,Used,Used, Never Used
1694,25 - 34,Female,University degree,UK,White,31,45,39,52,49,14.64,7,Used,Used, Never Used, Never Used
1695,45 - 54,Male,Masters degree,UK,White,27,38,46,41,39,7.85,11.83,Used,Used,Used,Used
1696,35 - 44,Male,Professional certificate/ diploma,UK,White,31,44,45,42,37,10.34,11.83,Used,Used,Used, Never Used
1697,18 - 24,Male,Some college or university,USA,White,37,27,43,45,39,16.29,11.19,Used,Used,Used, Never Used
1698,55 - 64,Male,Doctorate degree,UK,White,25,40,51,35,49,18.83,11.62,Used,Used,Used, Never Used
1699,45 - 54,Female,University degree,UK,White,42,36,51,42,45,11.46,8.97,Used,Used, Never Used, Never Used
1700,25 - 34,Female,Masters degree,USA,White,21,45,51,42,42,18.83,11.62,Used,Used,Used,Used
1701,18 - 24,Male,Some college or university,USA,White,49,33,58,31,27,5.52,13.21,Used,Used,Used,Used
1702,35 - 44,Female,University degree,USA,White,54,34,58,48,42,7.85,5.46,Used,Used,Used,Used
1703,25 - 34,Female,Professional certificate/ diploma,UK,White,30,43,32,45,48,16.29,8.97,Used,Used, Never Used, Never Used
1704,18 - 24,Male,Some college or university,USA,White,32,35,42,45,33,18.83,11.19,Used,Used,Used,Used
1705,18 - 24,Male,Left school at 18 years,Canada ,White,40,41,46,37,35,11.46,11.62,Used,Used,Used,Used
1706,55 - 64,Male,Some college or university,UK,White,42,27,38,38,28,11.46,11.62,Used,Used,Used, Never Used
1707,18 - 24,Male,University degree,UK,White,27,42,36,39,53,18.83,11.62,Used,Used, Never Used, Never Used
1708,18 - 24,Female,Professional certificate/ diploma,UK,White,31,45,42,49,41,11.46,8.97,Used,Used,Used, Never Used
1709,35 - 44,Female,University degree,UK,White,31,46,40,45,49,13.63,11.83,Used,Used,Used, Never Used
1710,45 - 54,Female,University degree,UK,White,26,48,40,49,41,18.83,11.19,Used,Used, Never Used, Never Used
1711,35 - 44,Female,Left school at 18 years,UK,White,28,34,51,37,44,16.29,11.83,Used,Used, Never Used, Never Used
1712,25 - 34,Female,University degree,UK,White,36,51,50,44,41,7.85,11.14,Used,Used,Used, Never Used
1713,35 - 44,Female,Masters degree,UK,White,28,44,40,36,44,16.29,11.83,Used,Used,Used,Used
1714,35 - 44,Female,Doctorate degree,UK,Other,17,51,46,47,56,10.34,11.83,Used,Used,Used,Used
1715,45 - 54,Female,Left school at 16 years,UK,White,35,38,34,51,51,14.64,7,Used,Used, Never Used, Never Used
1716,45 - 54,Male,Professional certificate/ diploma,UK,White,48,43,50,38,48,16.29,11.83,Used,Used,Used, Never Used
1717,45 - 54,Male,Masters degree,UK,White,34,45,42,38,35,18.83,11.19,Used,Used,Used, Never Used
1718,35 - 44,Female,Masters degree,UK,Other,40,34,53,48,46,16.29,11.83,Used,Used,Used, Never Used
1719,45 - 54,Male,Professional certificate/ diploma,UK,White,25,42,43,37,43,18.83,11.19,Used,Used, Never Used, Never Used
1720,25 - 34,Female,University degree,UK,White,36,37,46,49,31,16.29,11.62,Used,Used,Used, Never Used
1721,25 - 34,Female,University degree,UK,White,40,47,38,57,50,14.64,4.62, Never Used,Used, Never Used, Never Used
1722,25 - 34,Female,Left school at 18 years,UK,White,31,41,28,47,49,11.46,8.97,Used,Used,Used, Never Used
1723,45 - 54,Male,University degree,UK,White,35,47,51,49,53,7.85,11.19,Used,Used,Used, Never Used
1724,55 - 64,Male,Professional certificate/ diploma,UK,White,19,39,36,47,45,18.83,8.97,Used,Used, Never Used, Never Used
1725,45 - 54,Female,Professional certificate/ diploma,UK,White,24,41,42,45,46,14.64,8.97,Used,Used,Used, Never Used
1726,25 - 34,Female,Left school at 16 years,UK,White,25,31,30,54,46,1.06,3.77,Used,Used, Never Used, Never Used
1727,25 - 34,Female,Masters degree,UK,White,37,42,50,38,38,1.06,8.97,Used,Used,Used, Never Used
1728,18 - 24,Female,Left school at 16 years,UK,White,21,42,33,54,47,18.83,7,Used,Used, Never Used, Never Used
1729,45 - 54,Male,Masters degree,UK,White,28,33,43,40,39,18.83,11.19,Used,Used,Used, Never Used
1730,18 - 24,Male,Some college or university,Other,White,18,46,46,44,52,1.06,11.83,Used,Used,Used, Never Used
1731,25 - 34,Female,Some college or university,UK,White,42,30,41,43,36,18.83,11.19,Used,Used,Used, Never Used
1732,45 - 54,Male,Masters degree,UK,White,32,38,48,42,43,18.83,11.83,Used,Used,Used, Never Used
1733,25 - 34,Male,Professional certificate/ diploma,UK,White,40,34,40,35,50,13.63,7,Used,Used,Used,Used
1734,45 - 54,Male,Professional certificate/ diploma,UK,White,27,38,35,43,43,14.64,4.62,Used,Used, Never Used, Never Used
1735,45 - 54,Female,Professional certificate/ diploma,UK,White,26,45,42,49,51,13.63,11.62,Used,Used, Never Used, Never Used
1736,25 - 34,Female,Masters degree,UK,White,16,42,30,55,54,18.83,11.19,Used,Used,Used, Never Used
1737,35 - 44,Male,Professional certificate/ diploma,UK,White,23,46,48,51,44,16.29,11.19,Used,Used, Never Used, Never Used
1738,45 - 54,Male,Professional certificate/ diploma,UK,White,24,38,45,46,42,18.83,11.19,Used,Used, Never Used, Never Used
1739,55 - 64,Female,Left school before 16 years,UK,White,34,41,41,49,46,16.29,11.19,Used,Used, Never Used, Never Used
1740,25 - 34,Female,Professional certificate/ diploma,UK,White,38,40,43,45,42,16.29,7,Used,Used,Used, Never Used
1741,45 - 54,Female,University degree,UK,White,27,42,42,42,49,14.64,3.77,Used,Used, Never Used, Never Used
1742,25 - 34,Female,University degree,USA,White,50,44,52,32,42,14.64,7,Used,Used,Used, Never Used
1743,35 - 44,Male,University degree,UK,White,22,45,53,39,38,11.46,11.19,Used,Used,Used,Used
1744,35 - 44,Female,Masters degree,UK,White,30,43,42,41,48,18.83,8.97,Used,Used, Never Used, Never Used
1745,55 - 64,Female,Some college or university,UK,White,31,33,36,46,42,16.29,11.19,Used, Never Used, Never Used, Never Used
1746,25 - 34,Female,Left school at 16 years,UK,White,20,46,39,56,55,14.64,8.97,Used,Used, Never Used, Never Used
1747,35 - 44,Female,Masters degree,UK,Black,33,36,42,44,43,18.83,7, Never Used,Used, Never Used, Never Used
1748,45 - 54,Female,Some college or university,UK,White,37,45,49,52,41,13.63,11.83,Used,Used, Never Used, Never Used
1749,18 - 24,Male,University degree,USA,White,49,35,60,60,36,10.34,5.46,Used,Used,Used, Never Used
1750,25 - 34,Female,Left school at 17 years,USA,White,58,37,43,30,26,10.34,11.83,Used,Used,Used,Used
1751,45 - 54,Male,Left school at 16 years,UK,White,33,43,40,39,45,18.83,11.83,Used,Used, Never Used, Never Used
1752,25 - 34,Female,University degree,USA,White,54,44,55,36,37,7.85,11.14,Used,Used,Used, Never Used
1753,25 - 34,Male,University degree,UK,White,29,46,41,55,49,11.46,11.19,Used,Used, Never Used, Never Used
1754,25 - 34,Female,Professional certificate/ diploma,UK,White,34,50,46,44,39,10.34,11.62,Used,Used,Used,Used
1755,18 - 24,Male,Some college or university,USA,White,26,41,49,27,30,10.34,5.46,Used,Used,Used, Never Used
1756,18 - 24,Female,Left school at 18 years,USA,White,46,49,59,40,49,11.46,11.19,Used,Used,Used, Never Used
1757,18 - 24,Male,Left school at 18 years,USA,White,43,40,55,47,29,11.46,13.21,Used,Used,Used,Used
1758,35 - 44,Male,Professional certificate/ diploma,UK,White,46,37,29,41,47,14.64,3.77,Used,Used, Never Used, Never Used
1759,45 - 54,Male,Masters degree,Australia,White,27,37,47,38,49,5.52,13.21,Used,Used,Used,Used
1760,35 - 44,Male,Masters degree,Other,White,33,27,46,41,44,18.83,4.62,Used,Used,Used, Never Used
1761,45 - 54,Female,Professional certificate/ diploma,UK,White,30,42,47,34,48,13.63,11.83,Used,Used,Used, Never Used
1762,35 - 44,Female,Professional certificate/ diploma,UK,White,33,36,45,41,47,10.34,13.21,Used,Used,Used, Never Used
1763,18 - 24,Male,Some college or university,USA,White,41,32,46,28,31,16.29,11.19,Used,Used,Used, Never Used
1764,18 - 24,Female,University degree,Other,White,28,32,57,45,57,18.83,11.14,Used,Used,Used, Never Used
1765,35 - 44,Male,Left school at 16 years,UK,White,45,38,47,45,35,10.34,11.14,Used,Used,Used,Used
1766,25 - 34,Female,Some college or university,USA,White,41,52,55,41,48,16.29,11.14,Used,Used,Used,Used
1767,25 - 34,Female,University degree,USA,White,44,31,54,58,44,16.29,11.19,Used,Used,Used, Never Used
1768,18 - 24,Male,Some college or university,USA,White,39,26,47,51,56,14.64,11.19,Used,Used,Used, Never Used
1769,25 - 34,Female,Some college or university,Other,White,45,33,54,43,37,18.83,8.97,Used,Used,Used,Used
1770,35 - 44,Female,Professional certificate/ diploma,UK,White,28,43,38,47,42,16.29,11.83,Used,Used, Never Used, Never Used
1771,25 - 34,Male,University degree,USA,White,31,46,46,46,42,10.34,5.46,Used,Used,Used,Used
1772,55 - 64,Male,Some college or university,USA,White,33,30,45,34,48,11.46,8.97,Used,Used,Used,Used
1773,18 - 24,Male,Left school at 18 years,USA,Mixed-White/Black,32,48,53,43,38,11.46,11.14,Used,Used,Used, Never Used
1774,25 - 34,Female,Masters degree,USA,White,45,44,43,35,36,10.34,5.46,Used,Used,Used,Used
1775,18 - 24,Female,Left school at 18 years,Ireland,White,44,37,49,46,34,16.29,13.21, Never Used,Used,Used, Never Used
1776,18 - 24,Male,Some college or university,USA,White,27,43,49,46,45,16.29,11.19,Used,Used,Used, Never Used
1777,18 - 24,Female,University degree,USA,White,44,32,55,45,49,10.34,5.46,Used,Used,Used,Used
1778,45 - 54,Female,Left school at 16 years,UK,White,46,35,34,41,35,5.52,5.46,Used,Used,Used,Used
1779,18 - 24,Female,University degree,USA,White,35,42,46,26,47,10.34,11.19,Used,Used,Used, Never Used
1780,45 - 54,Male,Some college or university,USA,White,33,40,48,45,40,10.34,11.14,Used,Used,Used,Used
1781,18 - 24,Female,University degree,USA,White,49,35,31,34,34,13.63,13.21,Used,Used,Used,Used
1782,18 - 24,Male,Left school at 18 years,Canada ,White,23,36,35,32,50,16.29,11.62,Used,Used,Used, Never Used
1783,25 - 34,Female,Left school at 17 years,UK,White,32,43,51,46,50,10.34,13.21,Used,Used,Used,Used
1784,25 - 34,Female,Some college or university,UK,Mixed-White/Black,48,34,40,36,35,7.85,5.46,Used,Used, Never Used,Used
1785,18 - 24,Male,Some college or university,USA,Black,46,32,43,42,32,13.63,13.21,Used,Used,Used,Used
1786,25 - 34,Female,Masters degree,UK,White,34,36,43,46,44,14.64,4.62,Used,Used,Used, Never Used
1787,18 - 24,Male,Some college or university,USA,White,29,59,57,43,36,11.46,11.14,Used,Used,Used,Used
1788,18 - 24,Male,University degree,USA,White,41,33,47,48,37,18.83,11.14,Used,Used,Used, Never Used
1789,45 - 54,Female,University degree,Other,White,32,32,45,39,46,16.29,11.19,Used,Used,Used,Used
1790,18 - 24,Male,Some college or university,USA,White,36,39,59,36,30,5.52,5.46,Used,Used,Used, Never Used
1791,18 - 24,Male,Left school at 17 years,USA,White,37,42,49,35,39,5.52,11.62,Used,Used,Used,Used
1792,35 - 44,Female,Doctorate degree,USA,White,33,39,51,44,55,14.64,4.62,Used,Used,Used,Used
1793,18 - 24,Male,University degree,USA,White,42,29,57,39,57,13.63,11.14,Used,Used,Used, Never Used
1794,18 - 24,Male,Some college or university,USA,White,31,39,50,54,38,16.29,8.97,Used,Used,Used, Never Used
1795,18 - 24,Female,Some college or university,USA,White,44,27,60,44,36,5.52,11.14, Never Used,Used,Used, Never Used
1796,25 - 34,Male,University degree,Other,White,36,44,53,40,47,13.63,11.14,Used,Used,Used,Used
1797,35 - 44,Female,Left school at 16 years,UK,White,43,36,31,38,27,18.83,11.19,Used,Used,Used,Used
1798,18 - 24,Male,Some college or university,USA,White,39,39,57,45,30,7.85,11.19,Used,Used,Used, Never Used
1799,18 - 24,Male,University degree,USA,White,50,29,46,29,36,10.34,11.19,Used,Used,Used, Never Used
1800,55 - 64,Male,Masters degree,UK,White,30,51,32,36,52,10.34,13.21,Used,Used, Never Used, Never Used
1801,45 - 54,Male,Some college or university,USA,White,56,31,46,26,20,18.83,11.14,Used,Used,Used,Used
1802,25 - 34,Male,Doctorate degree,USA,White,41,50,60,51,53,11.46,5.46,Used,Used,Used,Used
1803,18 - 24,Male,Masters degree,USA,Other,28,43,55,50,43,7.85,13.21,Used,Used,Used, Never Used
1804,18 - 24,Male,Some college or university,USA,White,34,51,53,45,34,10.34,11.19,Used,Used,Used, Never Used
